payment_types,count,mean,late_rate_percent
boleto,13405,0.08839985080193957,8.839985080193957
credit_card,50512,0.08002058916693063,8.002058916693063
"credit_card, debit_card",1,0.0,0.0
"credit_card, voucher",756,0.05952380952380952,5.952380952380952
debit_card,1041,0.07492795389048991,7.492795389048991
voucher,1062,0.07156308851224105,7.1563088512241055
"voucher, credit_card",756,0.0701058201058201,7.01058201058201
